trans_id,account_id,date,type,operation,amount,balance,k_symbol,bank,account
275173,942,1998-07-31,VYDAJ,VYBER,15,36015,SLUZBY,NULL,NULL
275174,942,1998-08-31,VYDAJ,VYBER,15,40455,SLUZBY,NULL,NULL
275175,942,1998-09-30,VYDAJ,VYBER,15,54641,SLUZBY,NULL,NULL
275176,942,1998-10-31,VYDAJ,VYBER,15,46437,SLUZBY,NULL,NULL
275177,942,1998-11-30,VYDAJ,VYBER,15,38214,SLUZBY,NULL,NULL
275230,942,1998-01-22,VYDAJ,VYBER,6800,43812,NULL,NULL,NULL
275231,942,1998-02-21,VYDAJ,VYBER,1900,42804,NULL,NULL,NULL
275232,942,1998-03-23,VYDAJ,VYBER,5700,36167,NULL,NULL,NULL
275233,942,1998-04-22,VYDAJ,VYBER,2100,35616,NULL,NULL,NULL
275234,942,1998-05-22,PRIJEM,VKLAD,600,36250,NULL,NULL,NULL
275235,942,1998-06-21,PRIJEM,VKLAD,5300,30982,NULL,NULL,NULL
275236,942,1998-07-21,PRIJEM,VKLAD,3400,35895,NULL,NULL,NULL
275237,942,1998-08-20,PRIJEM,VKLAD,2900,40315,NULL,NULL,NULL
275238,942,1998-09-19,VYDAJ,VYBER,15500,54463,NULL,NULL,NULL
275239,942,1998-10-19,VYDAJ,VYBER,9800,46241,NULL,NULL,NULL
275240,942,1998-11-18,VYDAJ,VYBER,9800,38037,NULL,NULL,NULL
275367,943,1998-01-06,PRIJEM,"PREVOD Z UCTU",3217,27566,NULL,OP,70103525
275368,943,1998-02-06,PRIJEM,"PREVOD Z UCTU",3217,25031,NULL,OP,70103525
275369,943,1998-03-06,PRIJEM,"PREVOD Z UCTU",3217,26182,NULL,OP,70103525
275370,943,1998-04-06,PRIJEM,"PREVOD Z UCTU",3217,27337,NULL,OP,70103525
275371,943,1998-05-06,PRIJEM,"PREVOD Z UCTU",3217,28498,NULL,OP,70103525
275372,943,1998-06-06,PRIJEM,"PREVOD Z UCTU",3217,29663,NULL,OP,70103525
275373,943,1998-07-06,PRIJEM,"PREVOD Z UCTU",3217,28547,NULL,OP,70103525
275374,943,1998-08-06,PRIJEM,"PREVOD Z UCTU",3217,29712,NULL,OP,70103525
275375,943,1998-09-06,PRIJEM,"PREVOD Z UCTU",3217,29802,NULL,OP,70103525
275376,943,1998-10-06,PRIJEM,"PREVOD Z UCTU",3217,29742,NULL,OP,70103525
275377,943,1998-11-06,PRIJEM,"PREVOD Z UCTU",3217,29920,NULL,OP,70103525
275378,943,1998-12-06,PRIJEM,"PREVOD Z UCTU",3217,30490,NULL,OP,70103525
275439,943,1998-01-07,VYDAJ,"PREVOD NA UCET",2144,25422,NULL,AB,8294791
275440,943,1998-02-07,VYDAJ,"PREVOD NA UCET",2144,22887,NULL,AB,8294791
275441,943,1998-03-07,VYDAJ,"PREVOD NA UCET",2144,24038,NULL,AB,8294791
275442,943,1998-04-07,VYDAJ,"PREVOD NA UCET",2144,25193,NULL,AB,8294791
275443,943,1998-05-07,VYDAJ,"PREVOD NA UCET",2144,26354,NULL,AB,8294791
275444,943,1998-06-07,VYDAJ,"PREVOD NA UCET",2144,27519,NULL,AB,8294791
275445,943,1998-07-07,VYDAJ,"PREVOD NA UCET",2144,26403,NULL,AB,8294791
275446,943,1998-08-07,VYDAJ,"PREVOD NA UCET",2144,27568,NULL,AB,8294791
275447,943,1998-09-07,VYDAJ,"PREVOD NA UCET",2144,27658,NULL,AB,8294791
275448,943,1998-10-07,VYDAJ,"PREVOD NA UCET",2144,27598,NULL,AB,8294791
275449,943,1998-11-07,VYDAJ,"PREVOD NA UCET",2144,27776,NULL,AB,8294791
275450,943,1998-12-07,VYDAJ,"PREVOD NA UCET",2144,28346,NULL,AB,8294791
275456,943,1998-06-13,VYDAJ,VYBER,2280,25239,NULL,NULL,NULL
275462,943,1998-12-26,VYDAJ,VYBER,660,27026,NULL,NULL,NULL
275493,943,1998-01-10,VYDAJ,VYBER,660,24762,NULL,NULL,NULL
275494,943,1998-01-03,VYDAJ,VYBER,750,24349,NULL,NULL,NULL
275495,943,1998-01-15,VYDAJ,VYBER,690,24072,NULL,NULL,NULL
275496,943,1998-01-21,VYDAJ,VYBER,630,21732,NULL,NULL,NULL
275497,943,1998-01-17,VYDAJ,VYBER,840,23232,NULL,NULL,NULL
275498,943,1998-01-19,VYDAJ,VYBER,870,22362,NULL,NULL,NULL
275524,943,1998-09-30,VYDAJ,VYBER,1230,26539,NULL,NULL,NULL
275525,943,1998-08-27,VYDAJ,VYBER,1080,26488,NULL,NULL,NULL
275526,943,1998-10-19,VYDAJ,VYBER,990,26608,NULL,NULL,NULL
275527,943,1998-11-21,VYDAJ,VYBER,600,27176,NULL,NULL,NULL
275528,943,1998-12-16,VYDAJ,VYBER,660,27686,NULL,NULL,NULL
275590,943,1998-01-31,VYDAJ,VYBER,15,21814,SLUZBY,NULL,NULL
275591,943,1998-02-28,VYDAJ,VYBER,15,22965,SLUZBY,NULL,NULL
275592,943,1998-03-31,VYDAJ,VYBER,15,24120,SLUZBY,NULL,NULL
275593,943,1998-04-30,VYDAJ,VYBER,15,25281,SLUZBY,NULL,NULL
275594,943,1998-05-31,VYDAJ,VYBER,15,26446,SLUZBY,NULL,NULL
275595,943,1998-06-30,VYDAJ,VYBER,15,25330,SLUZBY,NULL,NULL
275596,943,1998-07-31,VYDAJ,VYBER,15,26495,SLUZBY,NULL,NULL
275597,943,1998-08-31,VYDAJ,VYBER,15,26585,SLUZBY,NULL,NULL
275598,943,1998-09-30,VYDAJ,VYBER,15,26525,SLUZBY,NULL,NULL
275599,943,1998-10-31,VYDAJ,VYBER,15,26703,SLUZBY,NULL,NULL
275600,943,1998-11-30,VYDAJ,VYBER,15,27273,SLUZBY,NULL,NULL
275736,944,1998-01-08,PRIJEM,VKLAD,16927,49515,NULL,NULL,NULL
275737,944,1998-02-08,PRIJEM,VKLAD,16927,42521,NULL,NULL,NULL
275738,944,1998-03-08,PRIJEM,VKLAD,16927,45708,NULL,NULL,NULL
275739,944,1998-04-08,PRIJEM,VKLAD,16927,48409,NULL,NULL,NULL
275740,944,1998-05-08,PRIJEM,VKLAD,16927,49015,NULL,NULL,NULL
275741,944,1998-06-08,PRIJEM,VKLAD,25390,52144,NULL,NULL,NULL
275742,944,1998-07-08,PRIJEM,VKLAD,16927,49544,NULL,NULL,NULL
275743,944,1998-08-08,PRIJEM,VKLAD,16927,51055,NULL,NULL,NULL
275744,944,1998-09-08,PRIJEM,VKLAD,16927,54777,NULL,NULL,NULL
275745,944,1998-10-08,PRIJEM,VKLAD,16927,53196,NULL,NULL,NULL
275746,944,1998-11-08,PRIJEM,VKLAD,16927,43658,NULL,NULL,NULL
275747,944,1998-12-08,PRIJEM,VKLAD,25390,53737,NULL,NULL,NULL
275808,944,1998-01-05,VYDAJ,"PREVOD NA UCET",5361,32588,SIPO,IJ,46210002
275809,944,1998-02-05,VYDAJ,"PREVOD NA UCET",5361,25594,SIPO,IJ,46210002
275810,944,1998-03-05,VYDAJ,"PREVOD NA UCET",5361,28781,SIPO,IJ,46210002
275811,944,1998-04-05,VYDAJ,"PREVOD NA UCET",5361,31482,SIPO,IJ,46210002
275812,944,1998-05-05,VYDAJ,"PREVOD NA UCET",5361,32088,SIPO,IJ,46210002
275813,944,1998-06-05,VYDAJ,"PREVOD NA UCET",5361,26754,SIPO,IJ,46210002
275814,944,1998-07-05,VYDAJ,"PREVOD NA UCET",5361,32617,SIPO,IJ,46210002
275815,944,1998-08-05,VYDAJ,"PREVOD NA UCET",5361,34128,SIPO,IJ,46210002
275816,944,1998-09-05,VYDAJ,"PREVOD NA UCET",5361,37850,SIPO,IJ,46210002
275817,944,1998-10-05,VYDAJ,"PREVOD NA UCET",5361,36269,SIPO,IJ,46210002
275818,944,1998-11-05,VYDAJ,"PREVOD NA UCET",5361,28031,SIPO,IJ,46210002
275819,944,1998-12-05,VYDAJ,"PREVOD NA UCET",5361,38447,SIPO,IJ,46210002
275837,944,1998-12-22,VYDAJ,VYBER,1120,52617,NULL,NULL,NULL
275868,944,1998-01-08,VYDAJ,VYBER,600,48915,NULL,NULL,NULL
275869,944,1998-01-19,VYDAJ,VYBER,3240,35975,NULL,NULL,NULL
275870,944,1998-01-30,VYDAJ,VYBER,2880,30815,NULL,NULL,NULL
275871,944,1998-01-05,VYDAJ,VYBER,3360,37949,NULL,NULL,NULL
275872,944,1998-01-19,VYDAJ,VYBER,2280,33695,NULL,NULL,NULL
275873,944,1998-01-10,VYDAJ,VYBER,1080,42315,NULL,NULL,NULL
275900,944,1998-01-09,VYDAJ,VYBER,5520,43395,NULL,NULL,NULL
275901,944,1998-05-22,VYDAJ,VYBER,5640,34375,NULL,NULL,NULL
275902,944,1998-06-02,VYDAJ,VYBER,2400,32115,NULL,NULL,NULL
275903,944,1998-10-26,VYDAJ,VYBER,4440,33256,NULL,NULL,NULL
275965,944,1998-01-31,VYDAJ,VYBER,15,30955,SLUZBY,NULL,NULL
275966,944,1998-02-28,VYDAJ,VYBER,15,34142,SLUZBY,NULL,NULL
275967,944,1998-03-31,VYDAJ,VYBER,15,36843,SLUZBY,NULL,NULL
275968,944,1998-04-30,VYDAJ,VYBER,15,37449,SLUZBY,NULL,NULL
275969,944,1998-05-31,VYDAJ,VYBER,15,34515,SLUZBY,NULL,NULL
275970,944,1998-06-30,VYDAJ,VYBER,15,37978,SLUZBY,NULL,NULL
275971,944,1998-07-31,VYDAJ,VYBER,15,39489,SLUZBY,NULL,NULL
275972,944,1998-08-31,VYDAJ,VYBER,15,43211,SLUZBY,NULL,NULL
275973,944,1998-09-30,VYDAJ,VYBER,15,41630,SLUZBY,NULL,NULL
275974,944,1998-10-31,VYDAJ,VYBER,15,33392,SLUZBY,NULL,NULL
275975,944,1998-11-30,VYDAJ,VYBER,15,43808,SLUZBY,NULL,NULL
276034,944,1998-01-11,VYDAJ,VYBER,3100,39215,NULL,NULL,NULL
276035,944,1998-02-10,VYDAJ,VYBER,8500,34021,NULL,NULL,NULL
276036,944,1998-03-12,VYDAJ,VYBER,9000,36708,NULL,NULL,NULL
276037,944,1998-04-11,VYDAJ,VYBER,11100,37309,NULL,NULL,NULL
276038,944,1998-05-11,VYDAJ,VYBER,9000,40015,NULL,NULL,NULL
276039,944,1998-06-10,VYDAJ,VYBER,14300,37844,NULL,NULL,NULL
276040,944,1998-07-10,VYDAJ,VYBER,10200,39344,NULL,NULL,NULL
276041,944,1998-08-09,VYDAJ,VYBER,8000,43055,NULL,NULL,NULL
276042,944,1998-09-08,VYDAJ,VYBER,13300,41477,NULL,NULL,NULL
276043,944,1998-10-08,VYDAJ,VYBER,15500,37696,NULL,NULL,NULL
276044,944,1998-11-07,VYDAJ,VYBER,1300,26731,NULL,NULL,NULL
276045,944,1998-12-07,VYDAJ,VYBER,10100,28347,NULL,NULL,NULL
276121,945,1998-04-15,PRIJEM,VKLAD,32889,59698,NULL,NULL,NULL
276122,945,1998-07-24,PRIJEM,VKLAD,39594,96014,NULL,NULL,NULL
276123,945,1998-05-22,PRIJEM,VKLAD,23310,63975,NULL,NULL,NULL
276124,945,1998-07-24,PRIJEM,VKLAD,19592,56420,NULL,NULL,NULL
276125,945,1998-03-08,PRIJEM,VKLAD,34122,66209,NULL,NULL,NULL
276152,945,1998-03-10,VYDAJ,"PREVOD NA UCET",8215,41894,SIPO,YZ,63545399
276153,945,1998-04-10,VYDAJ,"PREVOD NA UCET",8215,26809,SIPO,YZ,63545399
276154,945,1998-05-10,VYDAJ,"PREVOD NA UCET",8215,40665,SIPO,YZ,63545399
276155,945,1998-06-10,VYDAJ,"PREVOD NA UCET",8215,45269,SIPO,YZ,63545399
276156,945,1998-07-10,VYDAJ,"PREVOD NA UCET",8215,36828,SIPO,YZ,63545399
276157,945,1998-08-10,VYDAJ,"PREVOD NA UCET",8215,58214,SIPO,YZ,63545399
276158,945,1998-09-10,VYDAJ,"PREVOD NA UCET",8215,47453,SIPO,YZ,63545399
276159,945,1998-10-10,VYDAJ,"PREVOD NA UCET",8215,35830,SIPO,YZ,63545399
276160,945,1998-11-10,VYDAJ,"PREVOD NA UCET",8215,31560,SIPO,YZ,63545399
276161,945,1998-12-10,VYDAJ,"PREVOD NA UCET",8215,26867,SIPO,YZ,63545399
276165,945,1998-06-29,VYBER,VYBER,3141,39849,NULL,NULL,NULL
276166,945,1998-08-04,VYBER,VYBER,11490,79329,NULL,NULL,NULL
276167,945,1998-03-31,VYBER,VYBER,6045,36039,NULL,NULL,NULL
276168,945,1998-06-22,VYBER,VYBER,2279,42990,NULL,NULL,NULL
276211,945,1998-09-20,VYDAJ,"VYBER KARTOU",3000,44453,NULL,NULL,0
276213,945,1998-07-30,VYDAJ,VYBER,5400,90614,NULL,NULL,NULL
276214,945,1998-04-03,VYDAJ,VYBER,9300,26724,NULL,NULL,NULL
276244,945,1998-03-31,VYDAJ,VYBER,15,36024,SLUZBY,NULL,NULL
276245,945,1998-04-30,VYDAJ,VYBER,15,59880,SLUZBY,NULL,NULL
276246,945,1998-05-31,VYDAJ,VYBER,15,64184,SLUZBY,NULL,NULL
276247,945,1998-06-30,VYDAJ,VYBER,15,40043,SLUZBY,NULL,NULL
276248,945,1998-07-31,VYDAJ,VYBER,15,90819,SLUZBY,NULL,NULL
276249,945,1998-08-31,VYDAJ,VYBER,15,58468,SLUZBY,NULL,NULL
276250,945,1998-09-30,VYDAJ,VYBER,15,44645,SLUZBY,NULL,NULL
276251,945,1998-10-31,VYDAJ,VYBER,15,35975,SLUZBY,NULL,NULL
276252,945,1998-11-30,VYDAJ,VYBER,15,31682,SLUZBY,NULL,NULL
276269,945,1998-01-08,VYDAJ,"VYBER KARTOU",1800,35025,NULL,NULL,0
276270,945,1998-02-07,VYDAJ,"VYBER KARTOU",3400,31856,NULL,NULL,0
276271,945,1998-03-09,VYDAJ,VYBER,16100,50109,NULL,NULL,NULL
276272,945,1998-04-08,PRIJEM,VKLAD,8300,35024,NULL,NULL,NULL
276273,945,1998-05-08,VYDAJ,VYBER,11000,48880,NULL,NULL,NULL
276274,945,1998-06-07,VYDAJ,VYBER,10700,53484,NULL,NULL,NULL
276275,945,1998-07-07,PRIJEM,VKLAD,5000,45043,NULL,NULL,NULL
276276,945,1998-08-06,VYDAJ,VYBER,12900,66429,NULL,NULL,NULL
276277,945,1998-09-05,VYDAJ,"VYBER KARTOU",2800,55668,NULL,NULL,0
276278,945,1998-10-05,VYDAJ,"VYBER KARTOU",600,44045,NULL,NULL,0
276279,945,1998-11-04,PRIJEM,VKLAD,3800,39775,NULL,NULL,NULL
276280,945,1998-12-04,PRIJEM,VKLAD,3400,35082,NULL,NULL,NULL
276334,946,1998-01-06,PRIJEM,VKLAD,17475,48981,NULL,NULL,NULL
276335,946,1998-02-06,PRIJEM,VKLAD,17475,35491,NULL,NULL,NULL
276336,946,1998-03-06,PRIJEM,VKLAD,17475,37063,NULL,NULL,NULL
276337,946,1998-04-06,PRIJEM,VKLAD,17475,40613,NULL,NULL,NULL
276338,946,1998-05-06,PRIJEM,VKLAD,17475,44710,NULL,NULL,NULL
276339,946,1998-06-06,PRIJEM,VKLAD,26212,53319,NULL,NULL,NULL
276340,946,1998-07-06,PRIJEM,VKLAD,17475,51803,NULL,NULL,NULL
276341,946,1998-08-06,PRIJEM,VKLAD,17475,48700,NULL,NULL,NULL
276342,946,1998-09-06,PRIJEM,VKLAD,17475,48288,NULL,NULL,NULL
276343,946,1998-10-06,PRIJEM,VKLAD,17475,50479,NULL,NULL,NULL
276344,946,1998-11-06,PRIJEM,VKLAD,17475,50776,NULL,NULL,NULL
276345,946,1998-12-06,PRIJEM,VKLAD,26212,63018,NULL,NULL,NULL
276348,946,1998-12-30,VYDAJ,VYBER,1500,33418,NULL,NULL,NULL
276361,946,1998-01-17,VYDAJ,VYBER,2900,43681,NULL,NULL,NULL
276362,946,1998-01-15,VYDAJ,VYBER,2400,46581,NULL,NULL,NULL
276363,946,1998-01-24,VYDAJ,VYBER,1500,23781,NULL,NULL,NULL
276364,946,1998-01-02,VYDAJ,VYBER,2200,31506,NULL,NULL,NULL
276365,946,1998-01-21,VYDAJ,VYBER,2800,25281,NULL,NULL,NULL
276366,946,1998-01-29,VYDAJ,VYBER,2700,21081,NULL,NULL,NULL
276381,946,1998-04-17,VYDAJ,VYBER,3400,37213,NULL,NULL,NULL
276382,946,1998-02-17,VYDAJ,VYBER,3800,31691,NULL,NULL,NULL
276383,946,1998-12-30,VYDAJ,VYBER,3400,34918,NULL,NULL,NULL
276384,946,1998-04-03,VYDAJ,VYBER,2800,23138,NULL,NULL,NULL
276385,946,1998-01-20,VYDAJ,VYBER,3100,28081,NULL,NULL,NULL
276386,946,1998-02-21,VYDAJ,VYBER,700,19491,NULL,NULL,NULL
276387,946,1998-02-03,VYDAJ,VYBER,3200,18016,NULL,NULL,NULL
276413,946,1998-01-31,VYDAJ,VYBER,15,21216,SLUZBY,NULL,NULL
276414,946,1998-02-28,VYDAJ,VYBER,15,19588,SLUZBY,NULL,NULL
276415,946,1998-03-31,VYDAJ,VYBER,15,25938,SLUZBY,NULL,NULL
276416,946,1998-04-30,VYDAJ,VYBER,15,27235,SLUZBY,NULL,NULL
276417,946,1998-05-31,VYDAJ,VYBER,15,27107,SLUZBY,NULL,NULL
276418,946,1998-06-30,VYDAJ,VYBER,15,34328,SLUZBY,NULL,NULL
276419,946,1998-07-31,VYDAJ,VYBER,15,31225,SLUZBY,NULL,NULL
276420,946,1998-08-31,VYDAJ,VYBER,15,30813,SLUZBY,NULL,NULL
276421,946,1998-09-30,VYDAJ,VYBER,15,33004,SLUZBY,NULL,NULL
276422,946,1998-10-31,VYDAJ,VYBER,15,33301,SLUZBY,NULL,NULL
276423,946,1998-11-30,VYDAJ,VYBER,15,36806,SLUZBY,NULL,NULL
276448,946,1998-01-20,VYDAJ,VYBER,12500,31181,NULL,NULL,NULL
276449,946,1998-02-19,VYDAJ,VYBER,11500,20191,NULL,NULL,NULL
276450,946,1998-03-21,VYDAJ,VYBER,11200,25863,NULL,NULL,NULL
276451,946,1998-04-20,VYDAJ,VYBER,10100,27113,NULL,NULL,NULL
276452,946,1998-05-20,VYDAJ,VYBER,17700,27010,NULL,NULL,NULL
276453,946,1998-06-19,VYDAJ,VYBER,19100,34219,NULL,NULL,NULL
276454,946,1998-07-19,VYDAJ,VYBER,20700,31103,NULL,NULL,NULL
276455,946,1998-08-18,VYDAJ,VYBER,18000,30700,NULL,NULL,NULL
276456,946,1998-09-17,VYDAJ,VYBER,15400,32888,NULL,NULL,NULL
276457,946,1998-10-17,VYDAJ,VYBER,17300,33179,NULL,NULL,NULL
276458,946,1998-11-16,VYDAJ,VYBER,14100,36676,NULL,NULL,NULL
276459,946,1998-12-16,VYDAJ,VYBER,24700,38318,NULL,NULL,NULL
276557,947,1998-01-10,PRIJEM,VKLAD,4034,46721,NULL,NULL,NULL
276558,947,1998-02-10,PRIJEM,VKLAD,4034,51503,NULL,NULL,NULL
276559,947,1998-03-10,PRIJEM,VKLAD,4034,55986,NULL,NULL,NULL
276560,947,1998-04-10,PRIJEM,VKLAD,4034,59444,NULL,NULL,NULL
276561,947,1998-05-10,PRIJEM,VKLAD,4034,59510,NULL,NULL,NULL
276562,947,1998-06-10,PRIJEM,VKLAD,6051,64798,NULL,NULL,NULL
276563,947,1998-07-10,PRIJEM,VKLAD,4034,48458,NULL,NULL,NULL
276564,947,1998-08-10,PRIJEM,VKLAD,4034,55589,NULL,NULL,NULL
276565,947,1998-09-10,PRIJEM,VKLAD,4034,56439,NULL,NULL,NULL
276566,947,1998-10-10,PRIJEM,VKLAD,4034,49563,NULL,NULL,NULL
276567,947,1998-11-10,PRIJEM,VKLAD,4034,51914,NULL,NULL,NULL
276568,947,1998-12-10,PRIJEM,VKLAD,6051,58873,NULL,NULL,NULL
276629,947,1998-01-13,VYDAJ,"PREVOD NA UCET",1546,43015,SIPO,GH,67947453
276630,947,1998-02-13,VYDAJ,"PREVOD NA UCET",1546,49957,SIPO,GH,67947453
276631,947,1998-03-13,VYDAJ,"PREVOD NA UCET",1546,54440,SIPO,GH,67947453
276632,947,1998-04-13,VYDAJ,"PREVOD NA UCET",1546,57898,SIPO,GH,67947453
276633,947,1998-05-13,VYDAJ,"PREVOD NA UCET",1546,57964,SIPO,GH,67947453
276634,947,1998-06-13,VYDAJ,"PREVOD NA UCET",1546,26292,SIPO,GH,67947453
276635,947,1998-07-13,VYDAJ,"PREVOD NA UCET",1546,46912,SIPO,GH,67947453
276636,947,1998-08-13,VYDAJ,"PREVOD NA UCET",1546,54043,SIPO,GH,67947453
276637,947,1998-09-13,VYDAJ,"PREVOD NA UCET",1546,54893,SIPO,GH,67947453
276638,947,1998-10-13,VYDAJ,"PREVOD NA UCET",1546,48017,SIPO,GH,67947453
276639,947,1998-11-13,VYDAJ,"PREVOD NA UCET",1546,50368,SIPO,GH,67947453
276640,947,1998-12-13,VYDAJ,"PREVOD NA UCET",1546,53647,SIPO,GH,67947453
276701,947,1998-01-06,VYDAJ,"PREVOD NA UCET",1143,46287," ",EF,99499773
276702,947,1998-02-06,VYDAJ,"PREVOD NA UCET",1143,47469," ",EF,99499773
276703,947,1998-03-06,VYDAJ,"PREVOD NA UCET",1143,54112," ",EF,99499773
276704,947,1998-04-06,VYDAJ,"PREVOD NA UCET",1143,55410," ",EF,99499773
276705,947,1998-05-06,VYDAJ,"PREVOD NA UCET",1143,55476," ",EF,99499773
276706,947,1998-06-06,VYDAJ,"PREVOD NA UCET",1143,58747," ",EF,99499773
276707,947,1998-07-06,VYDAJ,"PREVOD NA UCET",1143,44424," ",EF,99499773
276708,947,1998-08-06,VYDAJ,"PREVOD NA UCET",1143,51555," ",EF,99499773
276709,947,1998-09-06,VYDAJ,"PREVOD NA UCET",1143,52405," ",EF,99499773
276710,947,1998-10-06,VYDAJ,"PREVOD NA UCET",1143,45529," ",EF,99499773
276711,947,1998-11-06,VYDAJ,"PREVOD NA UCET",1143,47880," ",EF,99499773
276712,947,1998-12-06,VYDAJ,"PREVOD NA UCET",1143,52822," ",EF,99499773
276718,947,1998-06-12,VYDAJ,VYBER,36960,27838,NULL,NULL,NULL
276724,947,1998-01-19,VYDAJ,VYBER,6880,36135,NULL,NULL,NULL
276730,947,1998-12-11,VYDAJ,VYBER,3680,55193,NULL,NULL,NULL
276761,947,1998-01-04,VYDAJ,VYBER,3360,49110,NULL,NULL,NULL
276762,947,1998-01-08,VYDAJ,VYBER,1080,42687,NULL,NULL,NULL
276763,947,1998-01-06,VYDAJ,VYBER,1680,47430,NULL,NULL,NULL
276764,947,1998-01-02,VYDAJ,VYBER,3480,54750,NULL,NULL,NULL
276765,947,1998-01-12,VYDAJ,VYBER,2160,44561,NULL,NULL,NULL
276766,947,1998-01-08,VYDAJ,VYBER,2520,43767,NULL,NULL,NULL
276786,947,1998-01-03,VYDAJ,VYBER,2280,52470,NULL,NULL,NULL
276787,947,1998-12-17,VYDAJ,VYBER,2400,51247,NULL,NULL,NULL
276788,947,1998-10-23,VYDAJ,VYBER,3480,48837,NULL,NULL,NULL
276789,947,1998-09-23,VYDAJ,VYBER,5520,46473,NULL,NULL,NULL
276790,947,1998-03-09,VYDAJ,VYBER,2160,51952,NULL,NULL,NULL
276852,947,1998-01-31,VYDAJ,VYBER,15,48612,SLUZBY,NULL,NULL
276853,947,1998-02-28,VYDAJ,VYBER,15,55255,SLUZBY,NULL,NULL
276854,947,1998-03-31,VYDAJ,VYBER,15,56553,SLUZBY,NULL,NULL
276855,947,1998-04-30,VYDAJ,VYBER,15,56619,SLUZBY,NULL,NULL
276856,947,1998-05-31,VYDAJ,VYBER,15,59890,SLUZBY,NULL,NULL
276857,947,1998-06-30,VYDAJ,VYBER,15,45567,SLUZBY,NULL,NULL
276858,947,1998-07-31,VYDAJ,VYBER,15,52698,SLUZBY,NULL,NULL
276859,947,1998-08-31,VYDAJ,VYBER,15,53548,SLUZBY,NULL,NULL
276860,947,1998-09-30,VYDAJ,VYBER,15,46672,SLUZBY,NULL,NULL
276861,947,1998-10-31,VYDAJ,VYBER,15,49023,SLUZBY,NULL,NULL
276862,947,1998-11-30,VYDAJ,VYBER,15,53965,SLUZBY,NULL,NULL
276918,947,1998-01-21,PRIJEM,VKLAD,12300,48435,NULL,NULL,NULL
276919,947,1998-02-20,PRIJEM,VKLAD,5100,55057,NULL,NULL,NULL
276920,947,1998-03-22,PRIJEM,VKLAD,1900,56340,NULL,NULL,NULL
276921,947,1998-04-21,VYDAJ,VYBER,1500,56398,NULL,NULL,NULL
276922,947,1998-05-21,PRIJEM,VKLAD,1700,59664,NULL,NULL,NULL
276923,947,1998-06-20,PRIJEM,VKLAD,19100,45392,NULL,NULL,NULL
276924,947,1998-07-20,PRIJEM,VKLAD,5600,52512,NULL,NULL,NULL
276925,947,1998-08-19,VYDAJ,VYBER,700,53343,NULL,NULL,NULL
276926,947,1998-09-18,VYDAJ,VYBER,2900,51993,NULL,NULL,NULL
276927,947,1998-10-18,PRIJEM,VKLAD,4300,52317,NULL,NULL,NULL
276928,947,1998-11-17,PRIJEM,VKLAD,3400,53768,NULL,NULL,NULL
277420,949,1998-01-05,PRIJEM,"PREVOD Z UCTU",13201,60837,NULL,YZ,84689288
277421,949,1998-02-05,PRIJEM,"PREVOD Z UCTU",13201,50425,NULL,YZ,84689288
277422,949,1998-03-05,PRIJEM,"PREVOD Z UCTU",13201,55610,NULL,YZ,84689288
277423,949,1998-04-05,PRIJEM,"PREVOD Z UCTU",13201,59212,NULL,YZ,84689288
277424,949,1998-05-05,PRIJEM,"PREVOD Z UCTU",13201,62434,NULL,YZ,84689288
277425,949,1998-06-05,PRIJEM,"PREVOD Z UCTU",19802,65461,NULL,YZ,84689288
277426,949,1998-07-05,PRIJEM,"PREVOD Z UCTU",13201,67915,NULL,YZ,84689288
277427,949,1998-08-05,PRIJEM,"PREVOD Z UCTU",13201,59485,NULL,YZ,84689288
277428,949,1998-09-05,PRIJEM,"PREVOD Z UCTU",13201,65111,NULL,YZ,84689288
277429,949,1998-10-05,PRIJEM,"PREVOD Z UCTU",13201,66715,NULL,YZ,84689288
277430,949,1998-11-05,PRIJEM,"PREVOD Z UCTU",13201,71171,NULL,YZ,84689288
277431,949,1998-12-05,PRIJEM,"PREVOD Z UCTU",19802,81900,NULL,YZ,84689288
277439,949,1998-12-10,VYBER,VYBER,10495,65405,NULL,NULL,NULL
277440,949,1998-07-09,VYBER,VYBER,9637,58278,NULL,NULL,NULL
277446,949,1998-12-08,VYDAJ,VYBER,6000,75900,NULL,NULL,NULL
277459,949,1998-01-05,VYDAJ,VYBER,3000,57837,NULL,NULL,NULL
277460,949,1998-01-16,VYDAJ,VYBER,8100,45237,NULL,NULL,NULL
277461,949,1998-01-01,VYDAJ,VYBER,6600,51436,NULL,NULL,NULL
277462,949,1998-01-17,VYDAJ,VYBER,6000,37437,NULL,NULL,NULL
277463,949,1998-01-17,VYDAJ,VYBER,1800,43437,NULL,NULL,NULL
277464,949,1998-01-09,VYDAJ,VYBER,4500,53337,NULL,NULL,NULL
277473,949,1998-02-27,VYDAJ,VYBER,11700,38725,NULL,NULL,NULL
277474,949,1998-12-25,VYDAJ,VYBER,13800,51605,NULL,NULL,NULL
277475,949,1998-07-10,VYDAJ,VYBER,10500,47778,NULL,NULL,NULL
277476,949,1998-05-05,VYDAJ,VYBER,4800,57634,NULL,NULL,NULL
277477,949,1998-03-17,VYDAJ,VYBER,3300,52310,NULL,NULL,NULL
277478,949,1998-04-16,VYDAJ,VYBER,3300,55912,NULL,NULL,NULL
277504,949,1998-01-31,VYDAJ,VYBER,15,37624,SLUZBY,NULL,NULL
277505,949,1998-02-28,VYDAJ,VYBER,15,38909,SLUZBY,NULL,NULL
